"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9522","test_amazon_full_purchase_workflow","tests","Sun May 03 16:41:37 UTC 2026","passed","Sun May 03 16:41:47 UTC 2026","","test_amazon","",""
