"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9997","test_amazon_full_purchase_workflow","tests","Sun May 03 09:25:34 UTC 2026","passed","Sun May 03 09:25:44 UTC 2026","","test_amazon","",""
