"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25476","test_amazon_full_purchase_workflow","tests","Sun May 03 09:13:16 UTC 2026","broken","Sun May 03 09:13:42 UTC 2026","","test_amazon","",""
